,Election,Year,State,District,Party,Candidate,Votes Received,Vote Percentage
2899,house,2014,AL,3rd District,DEM,Jesse Smith,53641,20.8
2900,house,2014,AL,4th District,REP,Robert Aderholt,Uncontested race,20.8
2901,house,2014,AL,5th District,REP,Mo Brooks,115212,74.8
2902,house,2014,AL,5th District,Other,Mark Bray,38830,25.2
2903,house,2014,AL,6th District,REP,Gary Palmer,135711,76.3
2904,house,2014,AL,6th District,DEM,Mark Lester,42172,23.7
2905,house,2014,AL,7th District,DEM,Terri Sewell,Uncontested race,23.7
2906,house,2014,AR,1st District,REP,Rick Crawford,122722,63.2
2907,house,2014,AR,1st District,DEM,Jackie McPherson,62902,32.4
2908,house,2014,AR,1st District,Other,Brian Willhite,8442,4.4
2909,house,2014,AR,2nd District,REP,French Hill,123014,51.9
2910,house,2014,AR,2nd District,DEM,Patrick Hays,103379,43.6
2911,house,2014,AR,2nd District,Other,Debbie Standiford,10581,4.5
2912,house,2014,AR,3rd District,REP,Steve Womack,151093,79.4
2913,house,2014,AR,3rd District,Other,Grant Brand,39143,20.6
2914,house,2014,AR,4th District,REP,Bruce Westerman,110163,53.7
2915,house,2014,AR,4th District,DEM,James Witt,87335,42.6
2916,house,2014,AR,4th District,Other,Ken Hamilton,7568,3.7
2917,house,2014,AZ,1st District,DEM,Ann Kirkpatrick,94551,52.5
2918,house,2014,AZ,1st District,REP,Andy Tobin,85693,47.5
2919,house,2014,AZ,2nd District,REP,Andy Tobin,85693,47.5
2920,house,2014,AZ,2nd District,DEM,Ron Barber,108051,50.0
2921,house,2014,AZ,3rd District,DEM,Raul Grijalva,57398,55.6
2922,house,2014,AZ,3rd District,REP,Gabriela Saucedo Mercer,45877,44.4
2923,house,2014,AZ,4th District,REP,Paul Gosar,121020,70.0
2924,house,2014,AZ,4th District,DEM,Mike Weisser,44680,25.8
2925,house,2014,AZ,4th District,Other,Chris Rike,7302,4.2
2926,house,2014,AZ,5th District,REP,Matt Salmon,124801,69.6
2927,house,2014,AZ,5th District,DEM,James Woods,54575,30.4
2928,house,2014,AZ,6th District,REP,David Schweikert,129527,64.9
2929,house,2014,AZ,6th District,DEM,John Williamson,70171,35.1
2930,house,2014,AZ,7th District,DEM,Ruben Gallego,54222,75.0
2931,house,2014,AZ,7th District,Other,Joe Cobb,10715,14.8
2932,house,2014,AZ,7th District,Other,Rebecca DeWitt,3858,5.3
2933,house,2014,AZ,7th District,Other,Jose Penalosa,3495,4.8
2934,house,2014,AZ,8th District,REP,Trent Franks,128653,75.8
2935,house,2014,AZ,8th District,Other,Stephen Dolgos,41048,24.2
2936,house,2014,AZ,9th District,DEM,Kyrsten Sinema,88436,54.7
2937,house,2014,AZ,9th District,REP,Wendy Rogers,67681,41.9
2938,house,2014,AZ,9th District,Other,Powell Gammill,5595,3.5
2939,house,2014,CA,1st District,REP,Doug La Malfa,110258,61.9
2940,house,2014,CA,1st District,DEM,Heidi Hall,67938,38.1
2941,house,2014,CA,2nd District,DEM,Jared Huffman,117397,73.9
2942,house,2014,CA,2nd District,REP,Dale Mensing,41516,26.1
2943,house,2014,CA,3rd District,DEM,John Garamendi,68303,52.2
2944,house,2014,CA,3rd District,REP,Dan Logue,62494,47.8
2945,house,2014,CA,4th District,REP,Tom McClintock,104900,60.5
2946,house,2014,CA,4th District,REP,Art Moore,68601,39.5
2947,house,2014,CA,5th District,DEM,Charles Thompson,97446,75.8
2948,house,2014,CA,5th District,Other,James Hinton,31050,24.2
2949,house,2014,CA,6th District,DEM,Doris Matsui,80258,72.4
2950,house,2014,CA,6th District,REP,Joseph McCray,30607,27.6
2951,house,2014,CA,7th District,DEM,Ami Bera,92394,50.4
2952,house,2014,CA,7th District,REP,Doug Ose,90962,49.6
2953,house,2014,CA,8th District,REP,Paul Cook,74678,67.8
2954,house,2014,CA,8th District,DEM,Bob Conaway,35414,32.2
2955,house,2014,CA,9th District,DEM,Jerry McNerney,46762,52.2
2956,house,2014,CA,9th District,REP,Tony Amador,42783,47.8
2957,house,2014,CA,10th District,REP,Jeff Denham,62750,56.4
2958,house,2014,CA,10th District,DEM,Michael Eggman,48510,43.6
2959,house,2014,CA,11th District,DEM,Mark DeSaulnier,106989,66.9
2960,house,2014,CA,11th District,REP,Tue Phan,53023,33.1
2961,house,2014,CA,12th District,DEM,Nancy Pelosi,150390,83.1
2962,house,2014,CA,12th District,REP,John Dennis,30485,16.9
2963,house,2014,CA,13th District,DEM,Barbara Lee,166182,88.4
2964,house,2014,CA,13th District,REP,Dakin Sundeen,21756,11.6
2965,house,2014,CA,14th District,DEM,Jackie Speier,89009,76.2
2966,house,2014,CA,14th District,REP,Robin Chew,27806,23.8
2967,house,2014,CA,15th District,DEM,Eric Swalwell,98511,69.8
2968,house,2014,CA,15th District,REP,Hugh Bussell,42556,30.2
2969,house,2014,CA,16th District,DEM,Jim Costa,46245,50.7
2970,house,2014,CA,16th District,REP,Johnny Tacherra,44926,49.3
2971,house,2014,CA,17th District,DEM,Mike Honda,68001,51.8
2972,house,2014,CA,17th District,DEM,Ro Khanna,63293,48.2
2973,house,2014,CA,18th District,DEM,Anna Eshoo,119532,67.4
2974,house,2014,CA,18th District,REP,Richard Fox,57895,32.6
2975,house,2014,CA,19th District,DEM,Zoe Lofgren,82965,67.5
2976,house,2014,CA,19th District,DEM,Robert Murray,39918,32.5
2977,house,2014,CA,20th District,DEM,Sam Farr,77305,74.3
2978,house,2014,CA,20th District,Other,Ronald Kabat,26682,25.7
2979,house,2014,CA,21st District,REP,David Valadao,41167,58.5
2980,house,2014,CA,21st District,DEM,Amanda Renteria,29244,41.5
2981,house,2014,CA,22nd District,REP,Devin Nunes,80356,72.3
2982,house,2014,CA,22nd District,DEM,Suzanna Aguilera-Marrero,30734,27.7
2983,house,2014,CA,23rd District,REP,Kevin McCarthy,94308,75.4
2984,house,2014,CA,23rd District,DEM,Raul Garcia,30834,24.6
2985,house,2014,CA,24th District,DEM,Lois Capps,97363,51.7
2986,house,2014,CA,24th District,REP,Chris Mitchum,91103,48.3
2987,house,2014,CA,25th District,REP,Steve Knight,53952,53.4
2988,house,2014,CA,25th District,REP,Tony Strickland,47094,46.6
2989,house,2014,CA,26th District,DEM,Julia Brownley,79848,50.8
2990,house,2014,CA,26th District,REP,Jeff Gorell,77478,49.2
2991,house,2014,CA,27th District,DEM,Judy Chu,67884,58.9
2992,house,2014,CA,27th District,REP,Jack Orswell,47443,41.1
2993,house,2014,CA,28th District,DEM,Adam Schiff,77761,76.0
2994,house,2014,CA,28th District,Other,Steve Stokes,24513,24.0
2995,house,2014,CA,29th District,DEM,Tony Cardenas,41419,74.2
2996,house,2014,CA,29th District,REP,William Leader,14418,25.8
2997,house,2014,CA,30th District,DEM,Brad Sherman,71736,65.0
2998,house,2014,CA,30th District,REP,Mark Reed,38626,35.0
2999,house,2014,CA,31st District,DEM,Pete Aguilar,48960,51.4
3000,house,2014,CA,31st District,REP,Paul Chabot,46362,48.6
3001,house,2014,CA,32nd District,DEM,Grace Napolitano,44504,59.3
3002,house,2014,CA,32nd District,REP,Arturo Alas,30518,40.7
3003,house,2014,CA,33rd District,DEM,Ted Lieu,93544,58.6
3004,house,2014,CA,33rd District,REP,Elan Carr,65981,41.4
3005,house,2014,CA,34th District,DEM,Xavier Becerra,37389,73.1
3006,house,2014,CA,34th District,DEM,Adrienne Edwards,13758,26.9
3007,house,2014,CA,35th District,DEM,Norma Torres,36992,63.3
3008,house,2014,CA,35th District,DEM,Christina Gagnier,21471,36.7
3009,house,2014,CA,36th District,DEM,Raul Ruiz,67970,53.8
3010,house,2014,CA,36th District,REP,Brian Nestande,58445,46.2
3011,house,2014,CA,37th District,DEM,Karen Bass,79699,83.9
3012,house,2014,CA,37th District,REP,Adam King,15291,16.1
3013,house,2014,CA,38th District,DEM,Linda Sanchez,51862,58.7
3014,house,2014,CA,38th District,REP,Benjamin Campos,36448,41.3
3015,house,2014,CA,39th District,REP,Ed Royce,86748,68.8
3016,house,2014,CA,39th District,DEM,Peter Anderson,39300,31.2
3017,house,2014,CA,40th District,DEM,Lucille Roybal-Allard,26687,61.6
3018,house,2014,CA,40th District,DEM,David Sanchez,16664,38.4
3019,house,2014,CA,41st District,DEM,Mark Takano,43180,56.0
3020,house,2014,CA,41st District,REP,Steve Adams,33902,44.0
3021,house,2014,CA,42nd District,REP,Ken Calvert,70602,65.9
3022,house,2014,CA,42nd District,DEM,Tim Sheridan,36575,34.1
3023,house,2014,CA,43rd District,DEM,Maxine Waters,59591,70.0
3024,house,2014,CA,43rd District,REP,John Wood,25502,30.0
3025,house,2014,CA,44th District,DEM,Janice Hahn,51711,86.9
3026,house,2014,CA,44th District,Other,Adam Shbeita,7813,13.1
3027,house,2014,CA,45th District,REP,Mimi Walters,103165,65.2
3028,house,2014,CA,45th District,DEM,Drew Leavens,55064,34.8
3029,house,2014,CA,46th District,DEM,Loretta Sanchez,45694,58.6
3030,house,2014,CA,46th District,REP,Adam Nick,32247,41.4
3031,house,2014,CA,47th District,DEM,Alan Lowenthal,62544,55.2
3032,house,2014,CA,47th District,REP,Andy Whallon,50707,44.8
3033,house,2014,CA,48th District,REP,Dana Rohrabacher,108004,64.2
3034,house,2014,CA,48th District,DEM,Suzanne Savary,60164,35.8
3035,house,2014,CA,49th District,REP,Darrell Issa,94365,60.2
3036,house,2014,CA,49th District,DEM,Dave Peiser,62313,39.8
3037,house,2014,CA,50th District,REP,Duncan Hunter,107835,71.4
3038,house,2014,CA,50th District,DEM,James Kimber,43299,28.6
3039,house,2014,CA,51st District,DEM,Juan Vargas,51644,68.8
3040,house,2014,CA,51st District,REP,Stephen Meade,23424,31.2
3041,house,2014,CA,52nd District,DEM,Scott Peters,98332,51.6
3042,house,2014,CA,52nd District,REP,Carl DeMaio,92408,48.4
3043,house,2014,CA,53rd District,DEM,Susan Davis,83686,58.7
3044,house,2014,CA,53rd District,REP,Larry Wilske,58880,41.3
3045,house,2014,CO,1st District,DEM,Diana DeGette,174756,65.7
3046,house,2014,CO,1st District,REP,Martin Walsh,77551,29.2
3047,house,2014,CO,1st District,Other,Frank Atwood,8770,3.3
3048,house,2014,CO,1st District,Other,Danny Stroud,4944,1.9
3049,house,2014,CO,2nd District,DEM,Jared Polis,191733,56.5
3050,house,2014,CO,2nd District,REP,George Leing,147779,43.5
3051,house,2014,CO,3rd District,REP,Scott Tipton,159793,58.1
3052,house,2014,CO,3rd District,DEM,Abel Tapia,98172,35.7
3053,house,2014,CO,3rd District,Other,Tisha Casida,10929,4.0
3054,house,2014,CO,3rd District,Other,Travis Mero,6286,2.3
3055,house,2014,CO,4th District,REP,Ken Buck,183956,64.8
3056,house,2014,CO,4th District,DEM,Vic Meyers,82872,29.2
3057,house,2014,CO,4th District,Other,Jess Loban,9315,3.3
3058,house,2014,CO,4th District,Other,Grant Doherty,7943,2.8
3059,house,2014,CO,5th District,REP,Doug Lamborn,156749,59.8
3060,house,2014,CO,5th District,DEM,Irv Halter,105373,40.2
3061,house,2014,CO,6th District,REP,Mike Coffman,141221,52.0
3062,house,2014,CO,6th District,DEM,Andrew Romanoff,116621,42.9
3063,house,2014,CO,6th District,Other,Norm Olsen,8390,3.1
3064,house,2014,CO,6th District,Other,Gary Swing,5343,2.0
3065,house,2014,CO,7th District,DEM,Ed Perlmutter,139166,54.9
3066,house,2014,CO,7th District,REP,Don Ytterberg,114480,45.1
3067,house,2014,CT,1st District,DEM,John Larson,135134,62.2
3068,house,2014,CT,1st District,REP,Matthew Corey,78469,36.1
3069,house,2014,CT,1st District,Other,Jeffery Russell,3641,1.7
3070,house,2014,CT,2nd District,DEM,Joe Courtney,141069,62.3
3071,house,2014,CT,2nd District,REP,Lori Hopkins-Cavanagh,80692,35.6
3072,house,2014,CT,2nd District,Other,William Clyde,2461,1.1
3073,house,2014,CT,2nd District,Other,Daniel Reale,2394,1.1
3074,house,2014,CT,3rd District,DEM,Rosa DeLauro,139432,67.1
3075,house,2014,CT,3rd District,REP,James Brown,68443,32.9
3076,house,2014,CT,4th District,DEM,Jim Himes,106690,53.7
3077,house,2014,CT,4th District,REP,Dan Debicella,92080,46.3
3078,house,2014,CT,5th District,DEM,Elizabeth Esty,109819,53.0
3079,house,2014,CT,5th District,REP,Mark Greenberg,95319,46.0
3080,house,2014,CT,5th District,Other,John Pistone,2032,1.0
3081,house,2014,DE,1st District,DEM,John Carney,137245,59.3
3082,house,2014,DE,1st District,REP,Rose Izzo,85142,36.8
3083,house,2014,DE,1st District,Other,Bernard August,4801,2.1
3084,house,2014,DE,1st District,Other,Scott Gesty,4419,1.9
3085,house,2014,FL,1st District,REP,Jeff Miller,164897,41.2
3086,house,2014,FL,1st District,DEM,Jim Bryan,54892,13.7
3087,house,2014,FL,1st District,Other,Mark Wichern,15257,3.8
3088,house,2014,FL,2nd District,DEM,Gwen Graham,125132,50.4
3089,house,2014,FL,2nd District,REP,Steve Southerland,122939,49.6
3090,house,2014,FL,3rd District,REP,Ted Yoho,148483,65.0
3091,house,2014,FL,3rd District,DEM,Marihelen Wheeler,73695,32.3
3092,house,2014,FL,3rd District,Other,Howard Lawson,6187,2.7
3093,house,2014,FL,4th District,REP,Ander Crenshaw,177565,78.3
3094,house,2014,FL,4th District,Other,Paula Moser-Bartlett,35549,15.7
3095,house,2014,FL,4th District,Other,Gary Koniz,13644,6.0
3096,house,2014,FL,5th District,DEM,Corrine Brown,112092,65.5
3097,house,2014,FL,5th District,REP,Glo Smith,59152,34.5
3098,house,2014,FL,6th District,REP,Ron DeSantis,166101,62.5
3099,house,2014,FL,6th District,DEM,David Cox,99463,37.5
3100,house,2014,FL,7th District,REP,John Mica,144370,63.6
3101,house,2014,FL,7th District,DEM,Wes Neuman,72925,32.1
3102,house,2014,FL,7th District,Other,Al Krulick,9666,4.3
3103,house,2014,FL,8th District,REP,Bill Posey,180541,65.9
3104,house,2014,FL,8th District,DEM,Gabriel Rothblatt,93588,34.1
3105,house,2014,FL,9th District,DEM,Alan Grayson,93739,54.0
3106,house,2014,FL,9th District,REP,Carol Platt,74903,43.1
3107,house,2014,FL,9th District,Other,Marko Milakovich,5051,2.9
3108,house,2014,FL,10th District,REP,Daniel Webster,142967,61.6
3109,house,2014,FL,10th District,DEM,Michael McKenna,89267,38.4
3110,house,2014,FL,11th District,REP,Richard Nugent,181398,66.7
3111,house,2014,FL,11th District,DEM,Dave Koller,90706,33.3
3112,house,2014,FL,12th District,REP,Gus Bilirakis,Uncontested race,33.3
3113,house,2014,FL,13th District,REP,David Jolly,168092,75.3
3114,house,2014,FL,13th District,Other,Lucas Overby,55273,24.7
3115,house,2014,FL,14th District,DEM,Kathy Castor,Uncontested race,24.7
3116,house,2014,FL,15th District,REP,Dennis Ross,128533,60.3
3117,house,2014,FL,15th District,DEM,Alan Cohn,84620,39.7
3118,house,2014,FL,16th District,REP,Vern Buchanan,168990,61.6
3119,house,2014,FL,16th District,DEM,Henry Lawrence,105357,38.4
3120,house,2014,FL,17th District,REP,Tom Rooney,141310,63.2
3121,house,2014,FL,17th District,DEM,William Bronson,82126,36.8
3122,house,2014,FL,18th District,DEM,Patrick Murphy,151253,59.8
3123,house,2014,FL,18th District,REP,Carl Domino,101778,40.2
3124,house,2014,FL,19th District,REP,Curt Clawson,159038,64.6
3125,house,2014,FL,19th District,DEM,April Freeman,80607,32.7
3126,house,2014,FL,19th District,Other,Ray Netherwood,6650,2.7
3127,house,2014,FL,20th District,DEM,Alcee Hastings,128217,81.6
3128,house,2014,FL,20th District,REP,Jay Bonner,28900,18.4
3129,house,2014,FL,21st District,DEM,Ted Deutch,Uncontested race,18.4
3130,house,2014,FL,22nd District,DEM,Lois Frankel,125071,58.0
3131,house,2014,FL,22nd District,REP,Paul Spain,90452,42.0
3132,house,2014,FL,23rd District,DEM,Debbie Wasserman Schultz,103034,62.6
3133,house,2014,FL,23rd District,REP,Joe Kaufman,61428,37.4
3134,house,2014,FL,24th District,DEM,Frederica Wilson,129065,86.2
3135,house,2014,FL,24th District,REP,Dufirstson Neree,15220,10.2
3136,house,2014,FL,24th District,Other,Luis Fernandez,5480,3.7
3137,house,2014,FL,25th District,REP,Mario Diaz-Balart,Uncontested race,3.7
3138,house,2014,FL,26th District,REP,Carlos Curbelo,82780,51.5
3139,house,2014,FL,26th District,DEM,Joe Garcia,77958,48.5
3140,house,2014,FL,27th District,REP,Ileana Ros-Lehtinen,Uncontested race,48.5
3141,house,2014,GA,1st District,REP,Buddy Carter,93882,61.2
3142,house,2014,GA,1st District,DEM,Brian Reese,59594,38.8
3143,house,2014,GA,2nd District,DEM,Sanford Bishop,96215,59.1
3144,house,2014,GA,2nd District,REP,Gregory Duke,66474,40.9
3145,house,2014,GA,3rd District,REP,Lynn Westmoreland,Uncontested race,40.9
3146,house,2014,GA,4th District,DEM,Hank Johnson,Uncontested race,40.9
3147,house,2014,GA,5th District,DEM,John Lewis,Uncontested race,40.9
3148,house,2014,GA,6th District,REP,Tom Price,138616,66.1
3149,house,2014,GA,6th District,DEM,Robert Montigel,71140,33.9
3150,house,2014,GA,7th District,REP,Rob Woodall,113260,65.5
3151,house,2014,GA,7th District,DEM,Thomas Wight,59740,34.5
3152,house,2014,GA,8th District,REP,Austin Scott,Uncontested race,34.5
3153,house,2014,GA,9th District,REP,Doug Collins,145856,80.7
3154,house,2014,GA,9th District,DEM,David Vogel,34866,19.3
3155,house,2014,GA,10th District,REP,Jody Hice,130572,66.5
3156,house,2014,GA,10th District,DEM,Ken Dious,65676,33.5
3157,house,2014,GA,11th District,REP,Barry Loudermilk,Uncontested race,33.5
3158,house,2014,GA,12th District,REP,Rick Allen,90987,54.8
3159,house,2014,GA,12th District,DEM,John Barrow,75123,45.2
3160,house,2014,GA,13th District,DEM,David Scott,Uncontested race,45.2
3161,house,2014,GA,14th District,REP,Tom Graves,Uncontested race,45.2
3162,house,2014,HI,1st District,DEM,Mark Takai,93331,51.9
3163,house,2014,HI,1st District,REP,Charles Djou,86409,48.1
3164,house,2014,HI,2nd District,DEM,Tulsi Gabbard,141978,78.7
3165,house,2014,HI,2nd District,REP,Kawika Crowley,33621,18.6
3166,house,2014,HI,2nd District,Other,Joe Kent,4691,2.6
3167,house,2014,IA,1st District,REP,Rod Blum,147153,51.2
3168,house,2014,IA,1st District,DEM,Pat Murphy,140086,48.8
3169,house,2014,IA,2nd District,DEM,Dave Loebsack,142566,52.5
3170,house,2014,IA,2nd District,REP,Mariannette Miller-Meeks,129157,47.5
3171,house,2014,IA,3rd District,REP,David Young,148652,52.9
3172,house,2014,IA,3rd District,DEM,Staci Appel,118938,42.3
3173,house,2014,IA,3rd District,Other,Edward Wright,9038,3.2
3174,house,2014,IA,3rd District,Other,Bryan Holder,4352,1.5
3175,house,2014,IA,4th District,REP,Steve King,169141,61.7
3176,house,2014,IA,4th District,DEM,Jim Mowrer,104873,38.3
3177,house,2014,ID,1st District,REP,Raul Labrador,143558,65.0
3178,house,2014,ID,1st District,DEM,Shirley Ringo,77352,35.0
3179,house,2014,ID,2nd District,REP,Mike Simpson,131465,61.4
3180,house,2014,ID,2nd District,DEM,Richard Stallings,82728,38.6
3181,house,2014,IL,1st District,DEM,Bobby Rush,151566,72.2
3182,house,2014,IL,1st District,REP,Jimmy Lee Tillman,58333,27.8
3183,house,2014,IL,2nd District,DEM,Robin Kelly,152905,78.0
3184,house,2014,IL,2nd District,REP,Eric Wallace,43039,22.0
3185,house,2014,IL,3rd District,DEM,Daniel Lipinski,113059,64.3
3186,house,2014,IL,3rd District,REP,Sharon Brannigan,62664,35.7
3187,house,2014,IL,4th District,DEM,Luis Gutierrez,75344,77.9
3188,house,2014,IL,4th District,REP,Hector Concepcion,21379,22.1
3189,house,2014,IL,5th District,DEM,Mike Quigley,109796,63.1
3190,house,2014,IL,5th District,REP,Vince Kolber,53580,30.8
3191,house,2014,IL,5th District,Other,Nancy Wade,10548,6.1
3192,house,2014,IL,6th District,REP,Peter Roskam,153410,67.2
3193,house,2014,IL,6th District,DEM,Michael Mason,74941,32.8
3194,house,2014,IL,7th District,DEM,Danny Davis,145749,85.0
3195,house,2014,IL,7th District,REP,Robert Bumpers,25753,15.0
3196,house,2014,IL,8th District,DEM,Tammy Duckworth,79651,55.4
3197,house,2014,IL,8th District,REP,Larry Kaifesh,63997,44.6
3198,house,2014,IL,9th District,DEM,Janice Schakowsky,134070,65.7
3199,house,2014,IL,9th District,REP,Susanne Atanus,69876,34.3
3200,house,2014,IL,10th District,REP,Robert Dold,93984,51.6
3201,house,2014,IL,10th District,DEM,Brad Schneider,88010,48.4
3202,house,2014,IL,11th District,DEM,Bill Foster,87790,53.2
3203,house,2014,IL,11th District,REP,Darlene Senger,77310,46.8
3204,house,2014,IL,12th District,REP,Mike Bost,106435,52.7
3205,house,2014,IL,12th District,DEM,William Enyart,84136,41.6
3206,house,2014,IL,12th District,Other,Paula Bradshaw,11474,5.7
3207,house,2014,IL,13th District,REP,Rodney Davis,122661,58.7
3208,house,2014,IL,13th District,DEM,Ann Callis,86126,41.3
3209,house,2014,IL,14th District,REP,Randall Hultgren,143354,65.6
3210,house,2014,IL,14th District,DEM,Dennis Anderson,75229,34.4
3211,house,2014,IL,15th District,REP,John Shimkus,165824,75.0
3212,house,2014,IL,15th District,DEM,Eric Thorsland,55314,25.0
3213,house,2014,IL,16th District,REP,Adam Kinzinger,151464,70.7
3214,house,2014,IL,16th District,DEM,Randall Olsen,62695,29.3
3215,house,2014,IL,17th District,DEM,Cheri Bustos,108229,55.2
3216,house,2014,IL,17th District,REP,Bobby Schilling,88004,44.8
3217,house,2014,IL,18th District,REP,Aaron Schock,182696,74.8
